Reason_1,Reason_2,Reason_3,Reason_4,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Month,Day of the Week
0,0,0,1,179,26,30,389,19,1,0,0,2,7,4
0,0,0,1,225,26,28,389,24,0,1,2,4,7,4
1,0,0,0,260,50,36,389,23,0,4,0,8,7,5
1,0,0,0,268,11,33,389,25,1,0,0,8,7,1
0,0,0,1,330,16,28,389,25,1,0,0,8,7,5
0,0,0,1,118,10,37,389,28,0,0,0,8,7,5
0,0,0,1,260,50,36,389,23,0,4,0,4,7,1
0,0,0,1,118,10,37,389,28,0,0,0,8,7,2
0,1,0,0,300,26,43,389,25,0,2,1,8,7,1
0,0,0,1,235,29,48,389,33,0,1,5,1,7,1
0,0,0,1,246,25,41,389,23,0,0,0,2,7,2
1,0,0,0,225,26,28,389,24,0,1,2,112,7,2
0,0,0,1,179,51,38,389,31,0,0,0,1,7,2
0,0,0,1,118,13,50,389,31,0,1,0,1,7,5
0,0,0,1,361,52,28,389,27,0,1,4,8,7,5
0,0,0,1,289,36,33,389,30,0,2,1,8,7,1
0,0,0,1,235,20,43,389,38,0,1,0,8,7,1
0,0,0,1,246,25,41,389,23,0,0,0,2,7,2
0,0,0,1,291,31,40,389,25,0,1,1,1,7,4
0,0,0,1,279,5,39,389,24,0,2,0,2,7,4
0,0,0,1,179,51,38,389,31,0,0,0,4,8,4
0,0,0,1,179,22,40,389,22,1,2,0,1,8,1
0,0,0,1,246,25,41,389,23,0,0,0,4,8,2
0,0,0,1,118,10,37,389,28,0,0,0,4,8,2
0,0,0,1,289,36,33,389,30,0,2,1,8,8,2
0,0,0,1,235,20,43,389,38,0,1,0,8,8,2
0,0,0,1,291,31,40,389,25,0,1,1,4,8,4
0,0,0,1,179,51,38,389,31,0,0,0,4,8,1
0,0,0,1,179,22,40,389,22,1,2,0,8,8,2
0,0,0,1,330,16,28,389,25,1,0,0,16,8,4
0,0,0,1,235,11,37,389,29,1,1,1,4,8,2
0,0,0,1,246,25,41,389,23,0,0,0,1,8,2
0,0,0,1,118,10,37,389,28,0,0,0,5,8,2
0,0,0,1,291,31,40,389,25,0,1,1,2,8,4
0,0,0,1,260,50,36,389,23,0,4,0,3,8,1
0,0,0,1,246,25,41,389,23,0,0,0,1,9,2
0,0,0,1,246,25,41,389,23,0,0,0,1,9,2
0,0,0,1,118,10,37,389,28,0,0,0,3,9,2
0,0,0,1,155,12,34,389,25,0,2,0,2,9,2
0,0,0,1,291,31,40,389,25,0,1,1,2,9,4
0,0,0,1,179,26,30,389,19,1,0,0,8,9,5
0,0,0,1,248,25,47,389,32,0,2,1,1,9,5
0,0,0,1,179,51,38,389,31,0,0,0,4,9,1
0,0,0,1,225,26,28,389,24,0,1,2,1,9,3
0,0,0,1,179,26,30,389,19,1,0,0,2,9,1
0,0,0,1,369,17,31,389,25,0,3,0,8,9,2
0,0,0,1,361,52,28,389,27,0,1,4,8,9,2
1,0,0,0,289,48,49,389,36,0,0,2,1,10,4
1,0,0,0,235,16,32,389,25,1,0,0,3,10,4
0,0,0,1,246,25,41,389,23,0,0,0,8,10,5
1,0,0,0,289,48,49,389,36,0,0,2,3,10,3
0,0,0,1,291,31,40,389,25,0,1,1,2,10,3
0,0,0,1,118,10,37,389,28,0,0,0,2,10,2
0,0,0,1,289,48,49,389,36,0,0,2,2,10,4
0,0,0,1,291,31,40,389,25,0,1,1,1,10,5
0,0,0,1,225,26,28,389,24,0,1,2,2,10,2
0,0,0,1,369,17,31,389,25,0,3,0,8,10,2
0,0,0,1,369,17,31,389,25,0,3,0,3,10,2
0,0,0,1,225,26,28,389,24,0,1,2,4,10,2
0,0,0,1,369,17,31,389,25,0,3,0,8,10,2
0,0,0,1,179,51,38,389,31,0,0,0,3,10,3
1,0,0,0,228,14,58,389,22,0,2,1,1,10,3
0,0,0,1,291,31,40,389,25,0,1,1,1,10,3
1,0,0,0,369,17,31,389,25,0,3,0,8,10,4
1,0,0,0,225,26,28,389,24,0,1,2,1,10,4
1,0,0,0,369,17,31,389,25,0,3,0,8,10,5
1,0,0,0,225,26,28,389,24,0,1,2,3,10,5
0,0,0,1,189,29,33,389,25,0,2,2,8,10,7
1,0,0,0,235,16,32,389,25,1,0,0,8,10,7
1,0,0,0,248,25,47,389,32,0,2,1,8,10,7
0,0,0,0,225,26,28,389,24,0,1,2,0,10,7
1,0,0,0,225,26,28,389,24,0,1,2,3,10,2
0,0,1,0,179,51,38,389,31,0,0,0,1,11,2
0,0,0,1,118,10,37,389,28,0,0,0,3,11,3
1,0,0,0,330,16,28,389,25,1,0,0,24,11,3
0,0,0,1,179,51,38,389,31,0,0,0,1,11,5
1,0,0,0,118,10,37,389,28,0,0,0,8,11,2
0,0,0,1,289,36,33,389,30,0,2,1,8,11,3
1,0,0,0,235,16,32,389,25,1,0,0,8,11,5
0,0,0,1,225,26,28,389,24,0,1,2,4,11,5
0,0,0,1,361,52,28,389,27,0,1,4,8,11,2
0,0,0,1,291,31,40,389,25,0,1,1,2,11,3
1,0,0,0,118,10,37,389,28,0,0,0,2,11,4
1,0,0,0,225,26,28,389,24,0,1,2,3,11,4
0,0,0,1,179,51,38,389,31,0,0,0,1,11,1
0,0,0,1,118,10,37,389,28,0,0,0,8,11,1
1,0,0,0,118,10,37,389,28,0,0,0,8,11,2
0,0,0,1,225,26,28,389,24,0,1,2,2,11,2
0,0,0,0,291,31,40,389,25,0,1,1,0,11,2
0,0,0,0,289,36,33,389,30,0,2,1,0,11,3
1,0,0,0,248,25,47,389,32,0,2,1,4,11,4
0,0,0,0,235,20,43,389,38,0,1,0,0,11,4
0,0,0,1,225,26,28,389,24,0,1,2,2,11,5
0,0,0,1,369,17,31,389,25,0,3,0,8,11,5
0,0,0,1,361,52,28,389,27,0,1,4,2,11,1
1,0,0,0,179,51,38,389,31,0,0,0,32,12,2
0,0,0,1,291,31,40,389,25,0,1,1,1,12,3
0,0,0,1,225,26,28,389,24,0,1,2,3,12,3
1,0,0,0,179,26,30,389,19,1,0,0,1,12,5
0,0,0,1,225,26,28,389,24,0,1,2,3,12,5
0,0,0,1,225,26,28,389,24,0,1,2,3,12,3
1,0,0,0,361,52,28,389,27,0,1,4,4,12,4
0,0,1,0,179,22,40,389,22,1,2,0,2,12,5
0,0,0,1,235,20,43,389,38,0,1,0,8,12,5
0,0,1,0,233,51,31,389,21,1,1,8,8,12,1
1,0,0,0,179,26,30,389,19,1,0,0,16,12,2
0,0,0,1,225,26,28,389,24,0,1,2,2,12,2
0,0,0,1,225,26,28,389,24,0,1,2,3,12,4
0,0,0,1,225,26,28,389,24,0,1,2,2,12,1
0,0,1,0,155,12,34,389,25,0,2,0,80,12,2
1,0,0,0,179,26,30,389,19,1,0,0,24,1,1
1,0,0,0,179,26,30,389,19,1,0,0,16,1,4
0,0,0,1,179,22,40,389,22,1,2,0,2,1,4
0,0,0,1,179,22,40,389,22,1,2,0,2,1,5
1,0,0,0,179,26,30,389,19,1,0,0,3,1,1
0,0,0,1,179,22,40,389,22,1,2,0,2,1,3
1,0,0,0,289,48,49,389,36,0,0,2,8,1,4
0,0,1,0,179,22,40,389,22,1,2,0,3,1,5
0,0,0,1,179,26,30,389,19,1,0,0,2,1,1
0,0,1,0,155,12,34,389,25,0,2,0,8,1,2
0,0,0,1,179,26,30,389,19,1,0,0,2,1,3
0,0,0,1,179,51,38,389,31,0,0,0,3,1,3
1,0,0,0,289,36,33,389,30,0,2,1,8,1,3
0,0,0,1,179,51,38,389,31,0,0,0,3,1,4
0,0,0,1,179,51,38,389,31,0,0,0,2,1,5
1,0,0,0,179,51,38,389,31,0,0,0,8,2,2
0,0,0,1,225,26,28,389,24,0,1,2,3,2,2
1,0,0,0,248,25,47,389,32,0,2,1,8,2,3
0,0,0,1,179,51,38,389,31,0,0,0,2,2,3
0,0,0,1,225,26,28,389,24,0,1,2,3,2,4
0,0,0,1,179,51,38,389,31,0,0,0,2,2,4
0,0,0,1,179,26,30,389,19,1,0,0,2,2,4
0,0,0,1,225,15,41,389,28,1,2,2,2,2,5
0,0,0,1,179,51,38,389,31,0,0,0,2,2,5
0,0,1,0,233,51,31,389,21,1,1,8,2,2,1
0,0,0,1,179,51,38,389,31,0,0,0,2,2,1
1,0,0,0,225,26,28,389,24,0,1,2,8,2,2
0,0,0,1,179,51,38,389,31,0,0,0,3,2,3
0,0,0,1,179,51,38,389,31,0,0,0,3,2,4
0,0,0,1,225,26,28,389,24,0,1,2,3,2,4
1,0,0,0,179,26,30,389,19,1,0,0,2,2,4
0,0,0,1,179,22,40,389,22,1,2,0,2,2,5
0,0,0,1,179,51,38,389,31,0,0,0,3,2,5
1,0,0,0,233,51,31,389,21,1,1,8,3,2,3
0,0,0,1,179,26,30,389,19,1,0,0,2,2,3
0,0,0,1,179,51,38,389,31,0,0,0,2,2,3
1,0,0,0,179,51,38,389,31,0,0,0,8,2,4
0,0,0,1,179,51,38,389,31,0,0,0,2,2,5
0,0,0,1,155,12,34,389,25,0,2,0,5,2,1
0,0,0,1,235,16,32,389,25,1,0,0,3,2,1
0,0,0,1,179,51,38,389,31,0,0,0,2,2,1
1,0,0,0,225,26,28,389,24,0,1,2,2,2,1
0,0,0,1,179,51,38,389,31,0,0,0,2,2,2
0,0,0,1,248,25,47,389,32,0,2,1,2,2,2
0,0,0,1,225,26,28,389,24,0,1,2,2,2,2
0,0,0,1,179,51,38,389,31,0,0,0,2,2,3
0,0,0,1,179,51,38,389,31,0,0,0,2,2,4
0,0,0,1,235,16,32,389,25,1,0,0,2,2,5
0,0,0,1,179,51,38,389,31,0,0,0,2,3,1
0,0,0,1,248,25,47,389,32,0,2,1,2,3,1
0,0,0,1,228,14,58,389,22,0,2,1,3,3,2
0,0,0,1,248,25,47,389,32,0,2,1,3,3,2
1,0,0,0,228,14,58,389,22,0,2,1,112,3,2
0,0,0,1,179,51,38,389,31,0,0,0,2,3,3
0,0,0,1,225,26,28,389,24,0,1,2,2,3,4
0,0,0,1,179,51,38,389,31,0,0,0,3,3,4
0,0,0,1,225,26,28,389,24,0,1,2,2,3,4
0,0,0,1,179,26,30,389,19,1,0,0,3,3,5
0,0,0,1,235,16,32,389,25,1,0,0,3,3,1
0,0,1,0,361,52,28,389,27,0,1,4,8,3,1
1,0,0,0,179,51,38,389,31,0,0,0,8,3,2
0,0,0,1,179,51,38,389,31,0,0,0,2,3,3
0,0,0,1,179,51,38,389,31,0,0,0,3,3,4
0,0,0,1,179,26,30,389,19,1,0,0,2,3,5
1,0,0,0,179,51,38,389,31,0,0,0,4,3,1
1,0,0,0,248,25,47,389,32,0,2,1,2,3,1
0,0,0,1,179,51,38,389,31,0,0,0,3,3,1
1,0,0,0,225,26,28,389,24,0,1,2,8,3,1
0,0,0,1,179,51,38,389,31,0,0,0,2,3,2
0,0,0,1,289,36,33,389,30,0,2,1,8,3,3
0,0,0,1,228,14,58,389,22,0,2,1,2,3,3
0,0,0,1,179,51,38,389,31,0,0,0,2,3,3
0,0,0,1,248,25,47,389,32,0,2,1,3,3,4
0,0,0,1,179,51,38,389,31,0,0,0,3,3,4
0,0,0,1,179,26,30,389,19,1,0,0,2,3,5
0,0,0,1,179,51,38,389,31,0,0,0,3,3,5
0,0,0,1,179,51,38,389,31,0,0,0,3,3,2
0,0,0,1,118,15,46,389,25,0,2,0,8,3,3
1,0,0,0,155,12,34,389,25,0,2,0,24,3,3
0,0,0,1,179,51,38,389,31,0,0,0,3,3,3
0,0,0,1,179,51,38,389,31,0,0,0,3,3,4
1,0,0,0,179,26,30,389,19,1,0,0,2,3,1
0,0,1,0,289,36,33,389,30,0,2,1,104,3,1
0,0,0,1,369,17,31,389,25,0,3,0,8,3,3
1,0,0,0,225,26,28,389,24,0,1,2,8,4,1
1,0,0,0,118,10,37,389,28,0,0,0,8,4,1
0,0,1,0,361,52,28,389,27,0,1,4,8,4,2
0,0,1,0,248,25,47,389,32,0,2,1,8,4,3
1,0,0,0,189,29,33,389,25,0,2,2,8,4,4
0,0,0,1,179,26,30,389,19,1,0,0,2,4,5
1,0,0,0,369,17,31,389,25,0,3,0,24,4,1
0,1,0,0,179,22,40,389,22,1,2,0,2,4,2
0,0,0,1,118,13,50,389,31,0,1,0,3,4,2
0,0,0,1,361,52,28,389,27,0,1,4,2,4,2
1,0,0,0,118,10,37,389,28,0,0,0,2,4,3
0,0,0,1,235,11,37,389,29,1,1,1,8,4,5
0,0,0,1,179,26,30,389,19,1,0,0,2,4,5
0,0,1,0,225,26,28,389,24,0,1,2,8,4,1
0,1,0,0,235,16,32,389,25,1,0,0,3,4,2
0,0,0,1,179,26,30,389,19,1,0,0,2,4,5
0,0,0,1,155,12,34,389,25,0,2,0,4,4,2
0,0,1,0,225,26,28,389,24,0,1,2,8,4,4
1,0,0,0,118,13,50,389,31,0,1,0,2,4,4
0,0,0,1,179,26,30,389,19,1,0,0,2,4,5
0,0,0,1,235,11,37,389,29,1,1,1,8,5,1
0,0,1,0,225,15,41,389,28,1,2,2,3,5,3
0,0,0,1,235,16,32,389,25,1,0,0,2,5,3
1,0,0,0,118,10,37,389,28,0,0,0,3,5,3
0,0,0,1,235,20,43,389,38,0,1,0,8,5,3
1,0,0,0,179,26,30,389,19,1,0,0,1,5,4
0,0,0,1,291,31,40,389,25,0,1,1,2,5,4
1,0,0,0,225,15,41,389,28,1,2,2,8,5,4
0,0,1,0,300,26,43,389,25,0,2,1,64,5,5
0,0,0,1,225,15,41,389,28,1,2,2,8,5,5
0,0,0,1,179,26,30,389,19,1,0,0,2,5,5
0,0,0,1,118,13,50,389,31,0,1,0,2,5,1
1,0,0,0,118,13,50,389,31,0,1,0,3,5,2
0,0,0,1,118,10,37,389,28,0,0,0,1,5,2
0,0,0,0,118,13,50,389,31,0,1,0,0,5,2
0,0,0,1,179,26,30,389,19,1,0,0,2,5,3
0,0,0,0,378,49,36,389,21,0,2,4,0,5,3
0,1,0,0,179,22,40,389,22,1,2,0,1,5,5
1,0,0,0,155,12,34,389,25,0,2,0,48,5,1
1,0,0,0,235,16,32,389,25,1,0,0,8,5,1
0,0,0,1,291,31,40,389,25,0,1,1,8,5,3
1,0,0,0,179,22,40,389,22,1,2,0,8,5,3
1,0,0,0,225,26,28,389,24,0,1,2,3,5,3
1,0,0,0,330,16,28,389,25,1,0,0,8,5,4
0,0,0,1,235,16,32,389,25,1,0,0,2,5,4
0,0,0,1,291,31,40,389,25,0,1,1,2,5,4
